0,11,7,88,mysql,7de2316e15117572c097d1d77a498f9ddb04be26,package 增加 install_options的额外选项,,hostclass-type-inherit-modify,,,,,
0,11,7,89,mysql,7de2316e15117572c097d1d77a498f9ddb04be26,package 增加 install_options的额外选项,,hostclass-type-inherit-modify,,,,,
0,11,7,91,mysql,7de2316e15117572c097d1d77a498f9ddb04be26,package 增加 install_options的额外选项,,hostclass-type-inherit-modify,,,,,
0,11,7,93,mysql,7de2316e15117572c097d1d77a498f9ddb04be26,package 增加 install_options的额外选项,,hostclass-type-inherit-modify,,,,,
0,11,7,121,mysql,7de2316e15117572c097d1d77a498f9ddb04be26,package 增加 install_options的额外选项,,hostclass-type-inherit-add,,,,,
12,1,1,4,mysql,7de2316e15117572c097d1d77a498f9ddb04be26,增加参数,,hostclass-type-inherit-add,,,,,
13,1,1,49,mysql,7de2316e15117572c097d1d77a498f9ddb04be26,,,hostclass-type-inherit-add,,,,,
21,3,1,142,mysql,7ea4a748c2819552fe691e9d8f5c98911df83f4b,增加变量不为空的判断,,relation-order-->-add,,,,,
12,1,1,222,postgresql,809003d0f9aaa451acb76151a0351f61fe3202e4,,,relation-order-->-add,,,,,
12,1,1,188,postgresql,809003d0f9aaa451acb76151a0351f61fe3202e4,,,relation-order-->-modify,,,,,
12,1,1,205,postgresql,81b4778b9376fa0c7a1337e7eaed512f351cc492,,,relation-order-->-modify,,,,,
13,1,1,154,postgresql,81b4778b9376fa0c7a1337e7eaed512f351cc492,,,selector-value-::operatingsystemrelease-add,selector-value-::operatingsystemrelease-delete,,,,
-1,-1,1,276,postgresql,828c3b99d24b0fa695668e48eb3559d8b946ca1c,,,selector-value-::operatingsystemrelease-delete,selector-value-::operatingsystemrelease-add,,,,
-1,-1,1,228,postgresql,82c5863431cfb76c88cb1d2fa50ec2a13148a012,,,hostclass-type-argument-delete,selector-value-::operatingsystemrelease-add,selector-value-::operatingsystemrelease-add,selector-value-::operatingsystemrelease-delete,,
-1,-1,1,243,postgresql,83b4ac166132df3703155c79cbcdda0c3ea69180,,,selector-value-::operatingsystemrelease-add,,,,,
12,1,1,156,postgresql,83b4ac166132df3703155c79cbcdda0c3ea69180,,,selector-value-::operatingsystemrelease-add,,,,,
12,1,1,206,postgresql,83b4ac166132df3703155c79cbcdda0c3ea69180,,,selector-value-::operatingsystemrelease-add,,,,,
2,-1,-1,274,postgresql,863a4b80dee95828e8829593706ddb4ae06dfbd5,exec环境变量修改,,selector-value-::operatingsystemrelease-add,,,,,
-1,-1,1,265,postgresql,86f295024898f9f7c260eee5b654cdbcc4748a80,,,selector-value-::operatingsystemrelease-add,,,,,
-1,-1,1,292,postgresql,86f295024898f9f7c260eee5b654cdbcc4748a80,,,hostclass-type-argument-modify,hostclass-type-argument-modify,,,,
-1,-1,-1,287,postgresql,86f295024898f9f7c260eee5b654cdbcc4748a80,,,hostclass-type-argument-modify,hostclass-type-argument-modify,,,,
12,1,1,214,postgresql,86f295024898f9f7c260eee5b654cdbcc4748a80,,,hostclass-type-argument-modify,,,,,
12,1,1,283,postgresql,86f295024898f9f7c260eee5b654cdbcc4748a80,,,hostclass-type-argument-modify,,,,,
21,3,1,235,postgresql,8ad12ece492b96167eb4696d03a54503a70af460,"拼写错误,/usr/local/bin 错拼成/usr/loca/bin",,hostclass-type-argument-modify,,,,,
21,3,1,71,mysql,8b1fa244793e964973e90cbf22297c4a8cf76b38,判断增加mysql_version版本比较,,hostclass-type-argument-modify,,,,,
-1,-1,4,41,mysql,8b366fe7df52abf8ed90eea5aafcc3f1c2d70810,引用顺序调整将配置调整到安装之前,,hostclass-type-argument-modify,,,,,
14,-1,3,22,mysql,8cc0083d6e58b21328504d8de9c02a497dd93a11,operatingsystem 增加sles的选项,,hostclass-type-argument-modify,,,,,
12,1,1,215,postgresql,8d7bf05796ec529f565b95226b45e4fe45fd75e6,,,hostclass-type-argument-modify,,,,,
21,3,1,212,postgresql,8db4a0cf67d47af26741938fd4cad0cec45826f9,版本判断,,hostclass-type-argument-modify,,,,,
12,1,1,153,postgresql,8dbf982b627e0df16bc2ecc2635b5d86d0bf0f55,,,hostclass-type-argument-modify,,,,,
-1,-1,-1,172,postgresql,906794d3ce7ece0934046371259401adaa7d1c5a,,,hostclass-type-argument-modify,,,,,
-1,-1,-1,194,postgresql,90ed7aaf6d42282001264f7f70ec051fd6c439c5,,,resource-service-require-delete,ifstatement-if-test-modify,type--relation-modify,,,
-1,-1,-1,277,postgresql,91fec924888e47ec6f67e712f3f6a8977ba4f8c8,,,resource-service-require-modify,,,,,
10,1,1,210,postgresql,91fec924888e47ec6f67e712f3f6a8977ba4f8c8,类参数version由server::version改为server::_version,,resource-service-require-modify,,,,,
-1,-1,3,39,mysql,92660497a2fa610cd6867329f2f038d6a35cb011,"operatingsystem 测试条件需要加上::,作用域问题",,resource-service-require-modify,,,,,
-1,-1,4,264,postgresql,9278954cfeeac8361327fb325f4c35973489cbcf,,,resource-service-require-add,,,,,
4,17,11,169,postgresql,9301e8223252c8d7005f75630d5daa7926e1473d,"判断增加osfamily对suse的处理,并根据operatingsystem处理sles",,hostclass-type-argument-modify,hostclass-type-argument-add,hostclass-type-argument-add,,,
7,2,1,40,mysql,9570b0342fb0710b8c346294312f42fa9af0436d,增加顺序依赖,,hostclass-type-argument-add,hostclass-type-argument-add,,,,
1,-1,-1,118,mysql,96f4d164a4c771b33f8c2a8ddd2d2d782d4186d2,dirname函数名修改为mysql_dirname,,hostclass-type-argument-add,hostclass-type-argument-add,,,,
12,1,1,155,postgresql,995e1983f23e4e437d61371ff6b51e12c8ba6283,,,hostclass-type-argument-add,hostclass-type-argument-add,,,,
18,9,1,152,postgresql,995e1983f23e4e437d61371ff6b51e12c8ba6283,,,hostclass-type-argument-add,hostclass-type-argument-add,,,,
-1,-1,-1,269,postgresql,99a1e03154e3c2bb873fbd47ff32fd5e23c259cb,,,hostclass-type-argument-add,hostclass-type-argument-add,,,,
-1,-1,-1,281,postgresql,99cd56c2e3d032455dfc409550373295ac88da2e,,,hostclass-type-argument-add,hostclass-type-argument-add,hostclass-type-argument-add,,,
